id,predicted
354,3
355,92
356,34
357,3
358,65
359,75
360,40
361,96
362,65
364,3
365,3
366,96
367,65
368,122
369,39
370,92
371,3
372,124
373,109
374,72
375,22
376,92
377,106
378,93
379,125
380,96
381,63
382,39
383,3
384,123
385,109
386,92
387,123
388,109
389,109
390,22
391,65
392,109
393,25
395,3
396,7
397,109
398,109
399,109
400,109
401,11
402,122
403,92
404,3
405,122
406,93
407,6
408,3
409,63
410,109
411,71
412,3
413,76
414,109
415,96
416,58
417,3
419,3
420,76
421,109
422,65
423,109
426,123
427,63
428,11
429,123
430,109
431,122
432,71
434,29
435,3
436,109
438,64
439,40
440,123
441,3
442,109
443,65
444,6
445,96
446,65
447,3
448,71
449,71
450,109
451,40
453,3
454,71
455,119
456,106
457,109
458,96
459,65
460,34
461,3
462,106
463,40
464,123
465,40
466,124
467,109
468,11
469,109
470,65
471,109
472,3
473,123
474,63
475,92
477,3
478,63
479,39
480,123
481,109
483,123
484,109
486,109
488,123
489,34
490,109
491,92
492,34
493,3
494,109
495,84
496,39
498,58
499,39
500,109
501,107
502,95
503,92
504,92
505,3
506,109
507,39
508,8
509,40
511,34
512,123
513,109
514,123
515,109
516,109
517,3
518,39
519,92
520,58
521,63
522,122
523,107
525,109
526,84
527,43
528,3
529,39
530,40
531,123
532,109
533,109
534,29
535,38
536,59
537,109
538,53
539,107
540,39
541,6
542,11
543,123
544,58
545,109
546,109
547,65
548,40
549,63
550,76
551,96
552,109
553,64
554,39
555,65
556,84
557,107
558,109
559,75
561,58
562,64
563,65
564,64
565,92
566,63
567,6
568,123
569,123
570,65
572,45
573,122
574,11
575,96
576,84
577,123
578,39
579,109
580,92
581,76
582,107
583,109
584,3
585,109
586,64
587,96
588,3
589,11
590,84
592,61
593,125
594,116
595,11
596,81
597,92
598,51
599,58
600,99
601,40
602,84
603,65
604,109
605,96
606,22
607,93
608,40
609,13
610,34
611,13
612,83
614,109
616,92
617,63
618,109
619,77
620,60
621,109
622,3
623,96
624,92
625,63
626,63
627,51
628,39
629,76
630,64
631,109
632,123
634,100
635,109
636,109
637,3
638,109
639,84
640,109
641,109
642,109
643,77
644,89
645,40
646,96
647,65
648,41
649,99
650,96
651,77
652,3
653,63
654,112
655,109
656,3
657,96
658,123
659,39
660,3
661,83
662,109
663,92
664,36
665,123
666,99
667,92
669,71
670,65
671,72
672,109
673,109
674,123
675,11
676,109
677,109
678,112
679,65
680,124
682,53
683,109
684,96
685,40
686,109
687,3
688,63
689,65
690,89
691,3
692,19
693,106
694,65
695,63
696,3
697,59
698,92
699,124
700,109
701,3
703,58
704,6
705,96
706,123
707,123
708,63
709,123
711,109
712,109
713,124
714,3
715,109
717,109
718,109
719,63
720,112
723,109
725,93
726,58
727,96
728,109
729,3
730,33
731,122
732,123
733,89
734,124
735,33
736,33
737,39
738,83
740,109
741,34
743,109
744,109
745,123
746,71
747,109
748,122
749,123
750,123
751,59
752,109
753,72
754,43
755,90
756,92
757,58
758,33
759,39
761,59
762,11
763,3
764,123
765,118
766,3
767,93
768,89
770,109
771,3
772,76
773,39
774,71
775,3
776,109
777,109
778,3
779,43
780,71
781,11
782,33
783,116
784,76
785,109
786,39
787,123
788,107
789,92
790,109
791,109
792,1
793,109
794,84
795,84
796,109
797,123
798,92
799,119
800,84
801,8
802,33
803,63
804,107
805,123
806,109
807,109
808,64
809,65
810,119
811,3
812,112
813,58
814,33
815,8
816,11
817,63
818,3
819,64
820,3
821,107
822,92
823,89
824,92
825,11
826,40
827,39
829,84
830,109
831,123
832,8
833,8
834,112
835,39
836,123
837,93
838,3
839,119
840,40
841,84
842,71
843,99
844,109
845,63
846,96
847,22
848,11
849,123
850,119
851,109
852,123
853,68
854,123
856,39
857,99
858,71
859,92
860,3
861,3
862,3
863,1
864,92
865,8
866,6
867,3
868,96
869,65
871,109
872,109
873,122
874,1
875,109
876,3
877,92
878,36
879,109
880,109
881,123
882,109
884,3
885,96
886,76
887,3
888,109
889,109
890,123
891,125
892,96
893,39
894,124
895,64
896,8
897,124
898,13
899,123
901,59
902,39
903,34
904,92
905,109
906,6
907,93
908,53
909,107
910,6
911,107
912,109
913,63
914,66
915,64
916,122
917,93
918,92
920,92
921,123
922,92
923,3
924,3
925,40
926,58
927,60
928,39
929,58
931,92
932,64
933,123
934,96
935,112
936,53
937,3
938,39
939,109
940,96
941,89
943,84
944,109
945,123
946,40
947,65
948,107
950,3
951,119
952,39
953,124
954,96
955,53
956,64
957,93
958,71
959,84
960,76
961,109
962,97
963,124
964,1
965,39
966,92
967,76
968,39
969,39
970,123
971,65
972,71
973,96
974,109
975,109
976,109
977,109
978,89
979,3
980,109
981,3
982,109
983,124
984,123
985,32
987,92
988,109
989,3
990,109
991,109
992,112
993,96
994,29
995,43
996,92
997,65
998,3
999,93
1000,63
1001,96
1002,3
1003,109
1004,123
1005,96
1006,93
1007,123
1008,64
1009,109
1010,65
1011,93
1012,107
1013,109
1014,92
1015,124
1016,65
1017,39
1018,109
1019,6
1020,92
1021,96
1022,58
1023,75
1024,92
1025,22
1026,96
1027,39
1028,71
1030,107
1031,109
1032,123
1033,3
1034,6
1035,96
1036,119
1038,96
1039,119
1040,92
1041,3
1042,96
1043,3
1044,63
1046,49
1047,13
1048,39
1049,122
1050,123
1051,36
1052,3
1053,92
1054,92
1055,122
1057,122
1058,109
1059,123
1060,92
1061,92
1062,109
1063,107
1064,92
1065,63
1066,119
1067,96
1068,76
1069,123
1070,123
1071,76
1072,33
1073,96
1074,109
1075,76
1076,40
1077,84
1078,122
1079,109
1080,123
1081,39
1082,63
1083,58
1084,3
1085,3
1086,107
1087,65
1088,11
1089,109
1090,63
1091,6
1092,25
1093,96
1095,96
1096,108
1097,109
1098,109
1099,96
1100,76
1101,92
1102,99
1103,109
1104,76
1105,92
1106,109
1107,65
1108,3
1109,66
1110,123
1111,71
1112,39
1113,65
1114,3
1115,65
1116,3
1117,3
1118,77
1119,109
1120,109
1121,109
1122,107
1123,64
1124,34
1125,8
1126,58
1127,123
1129,123
1130,65
1131,109
1132,13
1133,84
1134,92
1135,63
1136,92
1137,112
1138,122
1140,109
1141,76
1142,76
1143,125
1144,96
1145,1
1146,71
1147,106
1148,109
1149,109
1150,40
1151,96
1152,11
1153,124
1154,109
1155,109
1156,122
1157,92
1158,39
1160,109
1161,96
1162,39
1163,64
1164,109
1165,96
1166,43
1167,93
1168,84
1171,123
1172,3
1174,65
1175,3
1176,89
1177,6
1178,123
1179,3
1180,29
1182,65
1183,11
1184,124
1185,3
1186,89
1187,92
1188,76
1189,65
1190,109
1191,96
1192,52
1193,63
1194,84
1195,3
1196,109
1197,109
1198,3
1199,8
1200,58
1201,123
1202,100
1203,123
1204,92
1205,107
1206,3
1207,124
1208,109
1209,109
1210,109
1211,109
1212,6
1213,39
1214,71
1215,34
1216,109
1217,106
1218,8
1219,51
1220,63
1222,6
1223,96
1224,109
1225,109
1226,92
1227,122
1228,3
1229,96
1230,96
1231,58
1232,64
1233,109
1234,92
1235,8
1236,92
1237,96
1238,22
1239,124
1240,123
1241,107
1242,84
1243,71
1244,107
1245,43
1246,96
1247,92
1248,109
1249,123
1250,109
1251,76
1252,65
1253,65
1254,96
1255,13
1256,123
1258,109
1259,92
1260,109
1261,39
1262,65
1263,63
1264,109
1265,119
1266,119
1267,92
1268,58
1269,96
1270,92
1271,125
1272,40
1273,3
1274,93
1275,40
1276,3
1277,96
1278,109
1279,49
1280,58
1281,65
1282,64
1283,92
1284,96
1285,59
1286,34
1287,65
1288,90
1289,109
1290,112
1291,53
1292,11
1293,122
1294,89
1295,109
1296,93
1297,3
1299,91
1300,123
1301,6
1302,19
1303,123
1304,109
1305,122
1306,39
1307,3
1308,3
1309,3
1310,106
1311,122
1312,96
1313,58
1314,124
1315,92
1316,124
1317,34
1318,71
1319,6
1320,71
1321,33
1322,109
1323,23
1324,107
1325,89
1326,3
1327,75
1328,64
1329,40
1330,109
1331,29
1332,109
1333,19
1334,33
1335,60
1336,92
1337,99
1338,36
1339,123
1340,39
1341,3
1342,109
1343,39
1344,3
1345,109
1346,123
1347,109
1348,109
1349,3
1351,123
1352,58
1353,3
1354,71
1355,92
1356,65
1357,95
1358,109
1360,109
1361,124
1362,3
1363,109
1364,109
1365,65
1366,39
1367,36
1368,59
1369,63
1370,34
1371,109
1373,106
1374,99
1376,3
1377,39
1378,58
1379,38
1380,53
1381,40
1382,58
1383,13
1384,107
1385,96
1386,92
1387,89
1388,92
1389,64
1390,109
1391,8
1393,93
1394,72
1395,39
1396,77
1397,92
1398,109
1400,109
1401,116
1402,124
1403,3
1404,107
1405,75
1406,33
1407,8
1408,64
1409,109
1410,109
1411,92
1412,76
1413,109
1414,3
1415,109
1416,53
1417,4
1418,40
1420,123
1421,58
1422,109
1423,107
1424,92
1425,124
1426,22
1427,58
1428,59
1429,65
1430,123
1431,58
1432,109
1433,123
1434,39
1435,39
1436,109
1437,123
1438,65
1439,3
1440,3
1441,65
1442,36
1443,124
1445,100
1446,41
1447,71
1448,109
1449,123
1450,63
1451,109
1452,29
1453,7
1454,53
1455,3
1456,71
1457,63
1458,106
1459,124
1460,64
1461,6
1464,96
1465,125
1466,109
1468,92
1469,123
1470,96
1471,92
1472,92
1473,106
1474,109
1475,84
1476,11
1477,3
1478,34
1479,43
1480,109
1481,1
1482,71
1483,92
1484,3
1485,84
1486,124
1487,65
1488,92
1489,65
1490,3
1491,39
1492,109
1493,95
1494,112
1495,1
1496,106
1497,6
1498,8
1499,109
1500,11
1501,96
1502,123
1503,109
1504,107
1505,89
1506,3
1507,3
1509,107
1510,8
1511,40
1512,96
1513,96
1514,3
1515,65
1516,124
1518,58
1519,92
1520,92
1521,109
1522,39
1523,87
1524,123
1525,8
1526,58
1527,58
1528,109
1529,96
1530,109
1531,106
1532,3
1533,92
1534,3
1535,122
1536,3
1538,92
1539,40
1540,123
1541,109
1542,84
1543,3
1545,63
1546,34
1547,8
1548,109
1549,124
1550,3
1551,64
1552,53
1553,11
1554,65
1555,3
1556,93
1557,96
1558,29
1559,92
1560,60
1561,123
1562,123
1563,109
1564,92
1566,109
1567,33
1568,123
1569,58
1570,3
1571,8
1572,109
1573,63
1574,39
1575,58
1576,39
1577,96
1578,124
1579,96
1580,65
1581,89
1582,64
1583,100
1584,119
1585,3
1586,11
1587,99
1588,3
1589,65
1590,96
1591,109
1592,92
1593,3
1594,59
1596,76
1597,123
1598,34
1599,89
1600,13
1601,3
1602,109
1603,123
1604,65
1605,122
1606,124
1607,92
1608,107
1609,61
1610,124
1611,109
1612,109
1614,3
1615,109
1616,124
1617,39
1618,76
1620,92
1621,7
1622,92
1623,3
1624,125
1625,3
1626,84
1627,71
1628,11
1629,3
1630,109
1631,76
1632,109
1633,3
1634,100
1635,63
1636,39
1637,4
1638,92
1639,38
1640,3
1641,11
1642,112
1643,96
1644,59
1645,71
1646,39
1647,39
1648,109
1649,109
1650,109
1651,109
1652,89
1653,123
1654,58
1655,109
1656,64
1657,96
1658,6
1659,92
1661,92
1662,64
1664,22
1665,96
1666,11
1667,11
1668,109
1669,63
1670,3
1671,123
1672,63
1673,123
1674,58
1675,109
1676,96
1677,96
1678,109
1679,3
1680,6
1681,122
1682,3
1683,3
1684,24
1685,76
1687,109
1688,59
1689,3
1691,106
1692,123
1693,109
1694,3
1695,40
1696,64
1697,36
1698,106
1699,53
1700,109
1701,71
1702,109
1703,40
1704,76
1705,96
1707,39
1708,63
1709,109
1710,76
1711,39
1713,123
1714,92
1715,64
1716,122
1717,119
1718,109
1719,34
1720,122
1721,58
1722,92
1723,123
1724,83
1725,3
1726,76
1727,109
1728,109
1729,109
1730,109
1731,123
1732,71
1733,53
1734,64
1735,109
1736,109
1737,53
1738,3
1739,122
1741,119
1742,3
1743,66
1744,39
1745,109
1746,92
1747,109
1748,123
1749,124
1750,109
1751,1
1752,39
1753,76
1754,65
1755,125
1756,109
1757,112
1758,36
1759,63
1760,33
1762,123
1763,123
1764,96
1765,124
1766,123
1767,92
1768,106
1769,3
1770,83
1771,65
1773,109
1774,107
1775,63
1776,89
1777,81
1778,119
1779,123
1780,109
1781,106
1782,107
1784,3
1785,65
1786,96
1787,109
1788,96
1789,125
1790,109
1791,58
1792,3
1793,77
1794,40
1795,124
1796,84
1798,34
1800,109
1801,8
1802,3
1804,3
1805,38
1806,109
1807,63
1808,3
1809,109
1810,109
1811,3
1812,92
1813,109
1814,3
1815,124
1816,53
1817,64
1818,39
1819,92
1820,122
1821,43
1822,63
1823,96
1824,109
1825,89
1827,84
1828,109
1829,3
1830,124
1832,92
1833,66
1834,109
1835,29
1836,71
1837,91
1838,84
1839,3
1840,40
1841,109
1842,109
1843,6
1845,3
1846,107
1847,124
1848,8
1849,68
1850,76
1851,123
1853,40
1854,3
1855,109
1856,109
1857,40
1858,92
1859,106
1860,64
1861,3
1862,96
1863,93
1864,109
1865,65
1866,3
1867,65
1868,109
1869,96
1870,109
1871,119
1872,109
1874,40
1875,109
1876,84
1877,123
1878,83
1879,3
1880,109
1881,40
1882,92
1883,77
1884,123
1885,109
1886,124
1887,66
1888,40
1889,39
1890,63
1892,109
1893,49
1894,92
1895,39
1896,109
1897,11
1898,3
1899,11
1900,63
1901,63
1902,96
1903,3
1904,63
1905,3
1906,92
1907,22
1908,96
1909,71
1910,92
1911,125
1912,6
1913,40
1914,7
1915,109
1916,109
1917,40
1918,21
1919,109
1920,92
1921,124
1923,109
1924,49
1925,11
1926,92
1927,109
1928,109
1929,63
1930,124
1931,3
1932,72
1933,89
1935,3
1936,93
1937,109
1938,34
1939,3
1940,58
1941,22
1942,3
1943,109
1944,3
1945,109
1946,3
1947,71
1948,96
1949,92
1950,3
1951,96
1952,109
1953,36
1954,13
1955,39
1956,3
1958,106
1959,34
1960,40
1961,6
1962,83
1963,92
1964,109
1965,109
1966,99
1967,34
1968,109
1969,109
1970,92
1971,65
1972,92
1973,3
1974,43
1975,109
1977,75
1978,3
1979,124
1980,92
1981,13
1982,124
1983,66
1984,92
1985,96
1986,109
1987,3
1988,68
1989,71
1990,3
1991,96
1993,34
1995,109
1996,39
1998,3
1999,34
2000,39
2001,3
2002,109
2003,65
2004,124
2005,3
2006,3
2007,76
2008,112
2009,92
2010,3
2011,65
2012,3
2013,3
2014,38
2015,122
2016,8
2017,13
2018,13
2019,107
2020,3
2021,109
2022,65
2024,3
2025,123
2026,92
2027,109
2028,3
2029,40
2030,109
2031,124
2032,40
2033,109
2034,106
2035,89
2036,123
2037,1
2038,93
2039,109
2040,106
2042,112
2043,95
2044,71
2045,109
2046,109
2047,3
2048,109
2049,96
2050,71
2051,19
2052,109
2053,64
2054,109
2055,58
2056,71
2057,3
2058,122
2059,34
2060,3
2061,38
2062,92
2064,96
2065,65
2066,65
2067,3
2068,39
2069,109
2070,109
2071,22
2073,119
2074,123
2075,124
2077,96
2078,3
2079,106
2080,53
2081,109
2082,13
2083,92
2085,109
2086,58
2087,84
2088,3
2089,109
2090,11
2091,40
2092,64
2093,92
2094,89
2095,123
2096,63
2097,40
2098,93
2099,109
2100,109
2101,63
2103,109
2104,58
2105,93
2106,19
2107,123
2108,96
2109,61
2110,96
2111,109
2112,123
2113,96
2114,3
2115,123
2116,76
2117,123
2118,76
2120,92
2122,71
2123,34
2125,64
2126,3
2127,92
2128,3
2129,3
2130,39
2131,39
2132,39
2133,79
2134,3
2135,58
2136,29
2137,84
2138,58
2139,109
2140,2
2141,89
2142,123
2143,109
2144,109
2145,92
2146,3
2147,109
2148,64
2149,3
2150,96
2151,76
2152,6
2153,123
2154,109
2155,92
2156,64
2157,109
2158,124
2159,36
2160,76
2161,65
2162,122
2163,92
2164,122
2165,92
2167,124
2168,64
2169,75
2170,92
2171,123
2172,109
2173,58
2174,34
2175,3
2176,124
2177,123
2178,65
2179,40
2180,92
2181,58
2182,38
2183,3
2184,92
2185,109
2186,109
2187,123
2188,77
2189,92
2190,3
2191,92
2192,63
2193,3
2194,109
2195,123
2196,116
2197,92
2198,89
2199,89
2200,123
2202,84
2203,109
2204,13
2205,89
2206,3
2207,109
2208,107
2209,40
2210,92
2211,3
2212,3
2213,109
2214,93
2216,100
2217,92
2218,92
2219,65
2220,29
2221,109
2222,107
2223,109
2224,68
2225,123
2226,65
2227,63
2228,124
2229,96
2230,92
2231,92
2232,63
2233,122
2234,123
2235,123
2236,40
2237,59
2238,65
2239,92
2240,109
2241,34
2242,109
2243,109
2244,64
2245,109
2247,109
2248,92
2249,39
2250,96
2251,123
2252,109
2253,3
2254,109
2255,109
2257,107
2259,109
2260,109
2261,109
2262,3
2263,123
2264,109
2265,92
2266,65
2267,92
2268,64
2269,109
2270,109
2271,109
2272,92
2273,124
2274,122
2275,64
2276,64
2277,124
2278,109
2279,3
2281,22
2283,71
2284,92
2285,114
2287,76
2288,116
2290,109
2291,3
2293,124
2294,58
2295,34
2296,64
2297,84
2298,3
2299,39
2301,84
2302,40
2303,92
2304,8
2305,65
2306,38
2307,89
2308,63
2309,119
2310,3
2311,109
2312,71
2314,39
2315,3
2316,75
2317,109
2320,109
2321,92
2322,13
2323,124
2324,63
2325,70
2326,124
2327,124
2328,65
2329,109
2330,107
2331,65
2332,65
2333,58
2334,123
2336,59
2337,3
2338,39
2339,123
2340,53
2341,109
2342,92
2343,109
2344,7
2345,58
2346,106
2347,109
2348,3
2349,11
2350,3
2351,106
2352,29
2353,92
2354,4
2355,123
2356,84
2357,65
2358,123
2359,40
2361,124
2362,71
2363,109
2364,68
2365,3
2366,3
2367,109
2368,63
2369,96
2370,39
2371,63
2372,96
2373,109
2374,40
2375,123
2376,64
2377,3
2378,34
2379,109
2380,92
2381,72
2382,63
2383,106
2384,40
2385,109
2386,38
2387,11
2388,3
2389,123
2391,34
2392,122
2393,63
2395,65
2396,100
2397,6
2398,109
2399,65
2400,109
2401,92
2402,123
2403,3
2404,109
2405,96
2406,123
2407,109
2408,96
2409,109
2411,63
2412,39
2413,29
2414,123
2415,39
2416,63
2417,65
2418,63
2419,29
2420,3
2421,8
2422,64
2423,39
2424,109
2425,58
2426,3
2427,3
2428,63
2429,109
2430,109
2431,123
2432,13
2433,92
2434,123
2435,96
2436,92
2437,109
2438,8
2439,65
2440,34
2441,3
2442,109
2443,109
2444,109
2445,92
2446,8
2447,109
2448,3
2449,60
2450,3
2451,58
2452,39
2453,109
2454,92
2455,71
2456,13
2457,8
2458,92
2461,92
2462,65
2463,96
2464,109
2465,124
2466,109
2467,109
2468,11
2469,123
2470,33
2471,92
2472,92
2473,11
2474,92
2475,109
2476,109
2477,96
2478,40
2479,109
2480,8
2481,92
2482,92
2483,65
2484,123
2485,58
2486,99
2487,92
2488,109
2489,92
2491,3
2492,72
2493,59
2494,92
2495,123
2496,96
2497,71
2498,122
2499,3
2500,109
2501,109
2502,107
2503,63
2504,40
2505,109
2506,109
2507,92
2508,109
2509,65
2510,65
2511,63
2512,123
2513,33
2514,40
2515,109
2516,91
2517,90
2518,109
2519,89
2520,39
2521,92
2522,83
2523,40
2524,109
2525,109
2526,65
2527,109
2528,3
2529,123
2531,119
2532,109
2533,58
2534,8
2535,123
2536,3
2537,39
2538,40
2539,40
2540,11
2541,109
2543,7
2544,109
2545,109
2546,124
2547,109
2548,125
2549,59
2550,93
2551,92
2552,92
2553,107
2554,93
2555,1
2556,92
2557,65
2558,6
2559,58
2560,59
2561,58
2562,76
2563,65
2564,40
2565,34
2566,58
2567,40
2568,58
2569,109
2570,109
2571,3
2573,3
2574,49
2575,92
2576,64
2578,29
2579,65
2580,72
2581,63
2582,13
2583,1
2584,109
2585,3
2586,92
2588,71
2589,39
2590,38
2591,3
2592,65
2593,34
2594,109
2595,92
2597,92
2598,63
2599,58
2600,34
2601,3
2602,96
2603,107
2604,109
2605,96
2606,107
2607,96
2608,16
2609,63
2610,3
2611,109
2612,63
2613,25
2614,29
2615,3
2616,109
2618,38
2619,22
2620,93
2621,112
2622,109
2623,58
2624,92
2625,39
2626,123
2627,109
2628,89
2629,109
2630,81
2631,123
2632,66
2633,123
2634,89
2635,92
2636,92
2637,119
2638,109
2639,92
2640,3
2641,39
2642,53
2643,58
2644,84
2645,3
2646,39
2647,84
2648,53
2649,75
2650,96
2651,38
2652,109
2653,3
2654,109
2655,124
2656,123
2657,96
2658,93
2659,92
2660,109
2661,91
2662,43
2663,109
2664,65
2665,53
2666,106
2667,109
2668,6
2669,63
2670,92
2671,119
2672,59
2673,40
2674,109
2675,3
2676,109
2677,39
2678,123
2679,64
2680,112
2681,71
2682,83
2683,109
2684,109
2685,96
2686,109
2687,76
2688,39
2689,8
2690,114
2691,109
2692,124
2693,29
2694,65
2695,40
2696,123
2697,3
2698,3
2700,13
2701,109
2702,109
2703,3
2704,109
2705,49
2706,124
2707,90
2708,109
2709,109
2710,109
2711,109
2712,119
2713,109
2714,109
2715,8
2716,6
2717,66
2718,65
2719,58
2721,109
2722,109
2724,109
2725,3
2726,123
2727,58
2728,8
2729,122
2730,63
2731,109
2732,92
2733,109
2734,116
2735,83
2736,58
2737,3
2738,1
2739,65
2740,53
2742,123
2743,112
2744,123
2745,64
2746,63
2747,3
2748,123
2749,106
2750,3
2751,109
2752,92
2753,19
2754,43
2755,58
2756,90
2757,7
2758,3
2759,92
2760,39
2761,119
2762,40
2763,84
2764,109
2765,76
2766,13
2768,93
2769,39
2770,109
2771,123
2772,63
2773,51
2774,123
2775,58
2776,11
2777,109
2778,109
2779,3
2780,109
2782,96
2783,41
2784,3
2785,71
2786,41
2787,109
2789,64
2790,41
2791,3
2792,123
2793,64
2794,3
2795,3
2796,63
2797,3
2798,107
2799,123
2800,123
2801,124
2802,3
2803,75
2804,65
2805,3
2806,3
2807,64
2808,61
2809,92
2810,109
2811,72
2812,92
2813,109
2814,107
2815,122
2816,40
2817,40
2818,96
2819,34
2820,76
2821,100
2822,53
2823,34
2824,109
2825,63
2826,109
2827,33
2828,123
2829,59
2830,96
2831,8
2832,107
2833,92
2834,64
2835,39
2836,1
2837,3
2838,63
2839,109
2840,66
2841,123
2842,109
2843,109
2844,6
2845,75
2846,40
2847,6
2848,91
2850,92
2851,119
2852,34
2854,77
2855,58
2856,3
2857,3
2858,109
2859,96
2861,60
2862,122
2863,92
2864,61
2865,64
2866,65
2867,22
2868,109
2869,3
2870,122
2871,58
2872,92
2873,92
2874,109
2875,64
2876,3
2877,64
2878,107
2879,124
2880,39
2881,119
2882,6
2883,109
2884,3
2885,65
2886,92
2887,39
2888,124
2889,81
2890,40
2891,109
2892,66
2893,109
2894,109
2895,39
2896,109
2897,63
2898,84
2899,65
2900,63
2901,33
2902,92
2903,38
2904,106
2905,122
2907,39
2908,3
2909,92
2910,3
2911,40
2912,65
2913,109
2915,40
2916,39
2917,59
2918,96
2919,93
2920,40
2921,124
2922,123
2923,3
2924,123
2925,3
2926,58
2927,123
2928,39
2929,123
2930,109
2931,109
2932,109
2933,6
2934,63
2935,92
2936,96
2937,3
2938,3
2939,99
2940,109
2941,124
2942,96
2943,123
2944,122
2945,93
2946,72
2947,92
2948,3
2949,124
2950,109
2951,58
2952,109
2953,8
2954,125
2955,92
2956,123
2957,109
2959,109
2960,109
2962,96
2963,71
2964,96
2965,124
2966,109
2967,76
2968,123
2969,3
2970,84
2971,3
2972,109
2974,33
2975,96
2976,39
2977,65
2978,3
2979,45
2980,53
2982,76
2983,107
2985,3
2986,3
2987,64
2988,109
2989,3
2990,19
2991,96
2992,63
2993,122
2994,76
2995,64
2996,123
2997,124
2998,75
2999,3
3000,3
3001,65
3002,84
3003,96
3004,109
3005,34
3006,123
3007,65
3008,119
3009,58
3010,49
3011,1
3012,92
3014,89
3015,60
3016,3
3017,90
3018,34
3019,76
3020,109
3021,122
3022,58
3023,63
3024,33
3026,109
3027,3
3028,109
3029,92
3030,33
3031,3
3032,106
3034,65
3035,109
3036,6
3037,3
3038,99
3039,3
3040,109
3041,123
3043,109
3044,109
3045,114
3046,109
3047,49
3048,89
3049,109
3050,123
3051,3
3052,92
3053,123
3054,124
3055,124
3056,109
3057,109
3058,119
3059,65
3060,123
3061,65
3062,124
3063,8
3064,109
3065,53
3066,92
3067,109
3068,123
3069,124
3070,58
3071,33
3072,3
3075,109
3076,3
3077,58
3078,22
3079,84
3080,123
3081,93
3082,64
3083,63
3084,92
3085,123
3086,92
3087,109
3088,39
3089,84
3090,125
3091,92
3092,123
3093,63
3095,124
3096,92
3097,3
3098,71
3099,41
3100,58
3101,19
3102,109
3103,3
3104,109
3105,1
3106,109
3107,109
3108,11
3109,61
3110,40
3111,58
3112,123
3113,66
3114,65
3115,92
3116,92
3117,65
3118,84
3119,109
3120,6
3121,13
3122,75
3123,76
3124,40
3125,123
3126,109
3127,40
3128,63
3129,3
3130,92
3131,76
3132,60
3133,3
3134,63
3135,34
3136,66
3137,41
3138,122
3139,109
3140,109
3141,36
3142,109
3143,53
3144,63
3145,123
3146,109
3147,92
3148,53
3149,109
3150,96
3151,27
3152,3
3153,109
3154,109
3155,109
3156,96
3157,92
3158,109
3159,96
3160,96
3161,71
3162,93
3163,109
3164,122
3165,64
3166,71
3167,124
3168,65
3169,71
3170,96
3171,109
3172,3
