id,predicted
354,65
355,64
356,1
357,3
358,65
359,65
360,40
361,39
362,65
364,65
365,65
366,13
367,1
368,3
369,39
370,85
371,65
372,3
373,38
374,123
375,62
376,92
377,85
378,3
379,75
380,96
381,1
382,39
383,65
384,123
385,65
386,84
387,39
388,39
389,39
390,85
391,65
392,109
393,41
395,3
396,123
397,109
398,92
399,39
400,13
401,68
402,95
403,8
404,3
405,122
406,65
407,76
408,3
409,3
410,109
411,85
412,3
413,1
414,39
415,39
416,1
417,3
419,3
420,76
421,92
422,75
423,84
426,66
427,3
428,65
429,75
430,76
431,3
432,22
434,3
435,3
436,109
438,1
439,84
440,96
441,3
442,109
443,53
444,96
445,96
446,65
447,65
448,53
449,85
450,40
451,40
453,65
454,22
455,85
456,39
457,39
458,39
459,65
460,34
461,3
462,96
463,40
464,96
465,40
466,65
467,109
468,84
469,22
470,65
471,96
472,3
473,123
474,66
475,92
477,65
478,34
479,65
480,66
481,109
483,96
484,22
486,40
488,65
489,77
490,109
491,84
492,34
493,3
494,39
495,84
496,39
498,1
499,39
500,41
501,107
502,75
503,92
504,107
505,3
506,39
507,39
508,14
509,40
511,3
512,65
513,84
514,39
515,40
516,96
517,3
518,39
519,76
520,1
521,63
522,123
523,84
525,112
526,84
527,40
528,3
529,96
530,40
531,3
532,109
533,109
534,123
535,84
536,3
537,39
538,53
539,68
540,96
541,39
542,41
543,3
544,58
545,70
546,22
547,1
548,107
549,123
550,1
551,96
552,109
553,3
554,39
555,65
556,71
557,84
558,39
559,65
561,109
562,3
563,65
564,85
565,92
566,63
567,85
568,114
569,123
570,65
572,45
573,92
574,4
575,76
576,84
577,65
578,39
579,41
580,92
581,76
582,53
583,76
584,65
585,109
586,3
587,96
588,3
589,3
590,84
592,85
593,4
594,39
595,84
596,65
597,89
598,45
599,99
600,1
601,71
602,85
603,3
604,71
605,65
606,22
607,64
608,40
609,53
610,112
611,53
612,96
614,109
616,92
617,29
618,39
619,65
620,39
621,109
622,3
623,96
624,92
625,63
626,122
627,45
628,13
629,13
630,1
631,34
632,123
634,70
635,84
636,22
637,3
638,109
639,84
640,22
641,22
642,109
643,65
644,65
645,3
646,96
647,65
648,53
649,65
650,96
651,65
652,3
653,63
654,1
655,109
656,65
657,96
658,65
659,1
660,3
661,39
662,96
663,92
664,65
665,34
666,1
667,89
669,22
670,65
671,4
672,109
673,109
674,123
675,84
676,39
677,109
678,123
679,96
680,3
682,53
683,84
684,65
685,39
686,92
687,1
688,3
689,65
690,3
691,3
692,25
693,116
694,65
695,3
696,3
697,7
698,22
699,65
700,39
701,3
703,76
704,76
705,96
706,95
707,123
708,3
709,65
711,109
712,22
713,3
714,3
715,65
717,109
718,96
719,65
720,85
723,39
725,3
726,59
727,96
728,53
729,3
730,72
731,95
732,96
733,3
734,3
735,123
736,123
737,96
738,96
740,39
741,95
743,92
744,39
745,3
746,62
747,39
748,3
749,66
750,3
751,109
752,39
753,124
754,85
755,65
756,92
757,1
758,123
759,22
761,123
762,53
763,3
764,123
765,96
766,3
767,114
768,3
770,39
771,65
772,76
773,22
774,119
775,3
776,100
777,39
778,3
779,95
780,71
781,85
782,19
783,84
784,1
785,6
786,39
787,3
788,109
789,92
790,109
791,109
792,1
793,109
794,84
795,84
796,40
797,100
798,92
799,65
800,84
801,4
802,81
803,3
804,107
805,66
806,39
807,96
808,3
809,65
810,3
811,65
812,13
813,76
814,34
815,96
816,65
817,34
818,3
819,3
820,3
821,84
822,53
823,3
824,66
825,85
826,39
827,96
829,84
830,39
831,123
832,22
833,39
834,85
835,39
836,3
837,124
838,3
839,22
840,40
841,84
842,39
843,3
844,109
845,3
846,96
847,96
848,11
849,3
850,45
851,109
852,65
853,3
854,100
856,76
857,3
858,22
859,92
860,3
861,3
862,3
863,1
864,123
865,84
866,1
867,3
868,22
869,65
871,39
872,39
873,122
874,65
875,92
876,3
877,90
878,85
879,109
880,109
881,96
882,39
884,65
885,96
886,76
887,3
888,109
889,39
890,65
891,65
892,96
893,22
894,3
895,3
896,90
897,65
898,13
899,65
901,123
902,22
903,34
904,92
905,39
906,6
907,3
908,53
909,53
910,58
911,68
912,39
913,3
914,123
915,76
916,68
917,65
918,123
920,92
921,65
922,84
923,3
924,65
925,39
926,1
927,1
928,39
929,34
931,92
932,3
933,114
934,39
935,85
936,71
937,3
938,39
939,39
940,65
941,3
943,84
944,76
945,96
946,68
947,65
948,107
950,3
951,96
952,39
953,3
954,39
955,53
956,65
957,124
958,53
959,84
960,1
961,92
962,115
963,3
964,1
965,39
966,92
967,1
968,39
969,85
970,123
971,65
972,84
973,1
974,71
975,109
976,109
977,39
978,77
979,3
980,76
981,3
982,39
983,65
984,123
985,65
987,92
988,109
989,65
990,60
991,39
992,1
993,39
994,76
995,96
996,92
997,65
998,3
999,85
1000,3
1001,22
1002,3
1003,22
1004,100
1005,96
1006,123
1007,76
1008,85
1009,109
1010,65
1011,124
1012,84
1013,22
1014,84
1015,3
1016,65
1017,85
1018,39
1019,39
1020,92
1021,96
1022,1
1023,65
1024,122
1025,22
1026,65
1027,39
1028,40
1030,109
1031,96
1032,65
1033,3
1034,65
1035,96
1036,39
1038,96
1039,64
1040,85
1041,3
1042,39
1043,3
1044,6
1046,1
1047,85
1048,39
1049,123
1050,123
1051,40
1052,3
1053,84
1054,122
1055,92
1057,3
1058,109
1059,65
1060,92
1061,92
1062,92
1063,3
1064,92
1065,63
1066,96
1067,65
1068,1
1069,81
1070,96
1071,1
1072,123
1073,76
1074,92
1075,76
1076,40
1077,84
1078,65
1079,109
1080,96
1081,39
1082,34
1083,96
1084,3
1085,3
1086,85
1087,1
1088,84
1089,109
1090,63
1091,1
1092,75
1093,39
1095,39
1096,39
1097,109
1098,76
1099,96
1100,76
1101,92
1102,3
1103,109
1104,1
1105,84
1106,39
1107,65
1108,3
1109,124
1110,75
1111,71
1112,76
1113,65
1114,3
1115,65
1116,3
1117,65
1118,65
1119,84
1120,96
1121,109
1122,79
1123,39
1124,34
1125,13
1126,3
1127,85
1129,123
1130,65
1131,76
1132,39
1133,84
1134,92
1135,3
1136,72
1137,100
1138,122
1140,84
1141,76
1142,65
1143,1
1144,76
1145,1
1146,84
1147,123
1148,39
1149,76
1150,40
1151,39
1152,123
1153,124
1154,109
1155,76
1156,95
1157,123
1158,76
1160,75
1161,65
1162,39
1163,3
1164,39
1165,96
1166,123
1167,68
1168,84
1171,3
1172,65
1174,65
1175,65
1176,53
1177,65
1178,65
1179,3
1180,96
1182,65
1183,11
1184,3
1185,3
1186,3
1187,123
1188,76
1189,65
1190,13
1191,96
1192,52
1193,3
1194,85
1195,3
1196,39
1197,109
1198,65
1199,84
1200,96
1201,3
1202,85
1203,123
1204,84
1205,84
1206,3
1207,65
1208,39
1209,109
1210,96
1211,109
1212,76
1213,85
1214,119
1215,68
1216,39
1217,85
1218,65
1219,3
1220,3
1222,99
1223,39
1224,109
1225,39
1226,8
1227,122
1228,3
1229,76
1230,96
1231,39
1232,3
1233,85
1234,85
1235,65
1236,92
1237,39
1238,85
1239,3
1240,39
1241,89
1242,84
1243,71
1244,109
1245,8
1246,65
1247,92
1248,39
1249,76
1250,109
1251,1
1252,65
1253,65
1254,96
1255,13
1256,123
1258,39
1259,84
1260,39
1261,96
1262,65
1263,65
1264,109
1265,39
1266,65
1267,92
1268,59
1269,39
1270,92
1271,75
1272,40
1273,3
1274,122
1275,20
1276,65
1277,1
1278,39
1279,75
1280,3
1281,65
1282,65
1283,92
1284,65
1285,3
1286,3
1287,65
1288,75
1289,119
1290,1
1291,22
1292,84
1293,85
1294,53
1295,38
1296,124
1297,65
1299,58
1300,123
1301,76
1302,65
1303,39
1304,62
1305,95
1306,39
1307,3
1308,3
1309,3
1310,96
1311,68
1312,96
1313,1
1314,3
1315,92
1316,124
1317,34
1318,71
1319,76
1320,84
1321,123
1322,85
1323,65
1324,79
1325,85
1326,3
1327,65
1328,65
1329,40
1330,76
1331,1
1332,22
1333,65
1334,19
1335,39
1336,82
1337,65
1338,96
1339,123
1340,1
1341,3
1342,109
1343,39
1344,65
1345,71
1346,100
1347,96
1348,96
1349,3
1351,65
1352,1
1353,3
1354,85
1355,92
1356,65
1357,85
1358,84
1360,85
1361,3
1362,3
1363,76
1364,39
1365,65
1366,76
1367,3
1368,65
1369,3
1370,95
1371,39
1373,109
1374,123
1376,3
1377,39
1378,1
1379,53
1380,53
1381,40
1382,13
1383,76
1384,52
1385,65
1386,92
1387,65
1388,92
1389,1
1390,6
1391,22
1393,93
1394,72
1395,39
1396,65
1397,92
1398,109
1400,109
1401,75
1402,3
1403,65
1404,3
1405,3
1406,123
1407,39
1408,65
1409,71
1410,109
1411,107
1412,76
1413,92
1414,3
1415,109
1416,53
1417,1
1418,40
1420,3
1421,1
1422,109
1423,27
1424,85
1425,3
1426,22
1427,3
1428,3
1429,65
1430,3
1431,85
1432,39
1433,123
1434,22
1435,39
1436,92
1437,114
1438,65
1439,65
1440,3
1441,65
1442,95
1443,3
1445,96
1446,85
1447,22
1448,39
1449,65
1450,3
1451,39
1452,29
1453,85
1454,85
1455,3
1456,39
1457,123
1458,39
1459,3
1460,3
1461,76
1464,1
1465,39
1466,39
1468,96
1469,114
1470,96
1471,92
1472,92
1473,41
1474,39
1475,84
1476,84
1477,3
1478,3
1479,96
1480,76
1481,1
1482,53
1483,92
1484,3
1485,107
1486,3
1487,65
1488,92
1489,65
1490,3
1491,39
1492,22
1493,95
1494,65
1495,1
1496,81
1497,1
1498,96
1499,109
1500,85
1501,39
1502,64
1503,109
1504,53
1505,1
1506,3
1507,123
1509,75
1510,13
1511,40
1512,1
1513,76
1514,3
1515,65
1516,3
1518,3
1519,107
1520,123
1521,76
1522,39
1523,85
1524,3
1525,39
1526,115
1527,1
1528,123
1529,1
1530,40
1531,100
1532,3
1533,92
1534,3
1535,66
1536,3
1538,112
1539,22
1540,39
1541,84
1542,84
1543,3
1545,65
1546,34
1547,85
1548,85
1549,3
1550,3
1551,3
1552,53
1553,65
1554,65
1555,65
1556,3
1557,96
1558,123
1559,92
1560,123
1561,96
1562,3
1563,22
1564,84
1566,109
1567,41
1568,76
1569,96
1570,3
1571,96
1572,100
1573,3
1574,76
1575,65
1576,39
1577,96
1578,3
1579,1
1580,65
1581,89
1582,3
1583,85
1584,99
1585,65
1586,122
1587,99
1588,3
1589,65
1590,39
1591,84
1592,123
1593,3
1594,59
1596,109
1597,123
1598,1
1599,3
1600,85
1601,3
1602,109
1603,65
1604,65
1605,68
1606,3
1607,123
1608,53
1609,85
1610,3
1611,39
1612,96
1614,3
1615,39
1616,3
1617,76
1618,76
1620,92
1621,85
1622,122
1623,3
1624,75
1625,3
1626,85
1627,109
1628,85
1629,3
1630,39
1631,1
1632,39
1633,65
1634,123
1635,3
1636,96
1637,65
1638,92
1639,84
1640,3
1641,95
1642,84
1643,13
1644,14
1645,85
1646,96
1647,39
1648,92
1649,109
1650,109
1651,92
1652,3
1653,123
1654,65
1655,71
1656,3
1657,39
1658,6
1659,19
1661,123
1662,3
1664,22
1665,96
1666,65
1667,68
1668,76
1669,123
1670,3
1671,3
1672,3
1673,96
1674,1
1675,39
1676,29
1677,96
1678,109
1679,65
1680,34
1681,122
1682,3
1683,3
1684,53
1685,76
1687,71
1688,123
1689,3
1691,107
1692,123
1693,40
1694,3
1695,40
1696,40
1697,36
1698,39
1699,53
1700,96
1701,71
1702,34
1703,40
1704,76
1705,65
1707,39
1708,65
1709,109
1710,76
1711,85
1713,66
1714,92
1715,3
1716,122
1717,109
1718,109
1719,53
1720,122
1721,99
1722,92
1723,123
1724,65
1725,3
1726,76
1727,39
1728,109
1729,39
1730,53
1731,65
1732,70
1733,53
1734,3
1735,39
1736,92
1737,85
1738,3
1739,11
1741,1
1742,3
1743,123
1744,39
1745,39
1746,92
1747,92
1748,65
1749,3
1750,76
1751,65
1752,96
1753,76
1754,65
1755,65
1756,109
1757,112
1758,68
1759,3
1760,66
1762,39
1763,65
1764,96
1765,3
1766,123
1767,92
1768,83
1769,3
1770,96
1771,65
1773,13
1774,53
1775,63
1776,53
1777,96
1778,85
1779,123
1780,109
1781,109
1782,107
1784,3
1785,65
1786,96
1787,39
1788,65
1789,90
1790,40
1791,3
1792,3
1793,65
1794,40
1795,3
1796,84
1798,3
1800,84
1801,65
1802,3
1804,3
1805,22
1806,123
1807,3
1808,3
1809,84
1810,39
1811,3
1812,92
1813,22
1814,3
1815,3
1816,85
1817,3
1818,39
1819,109
1820,95
1821,65
1822,65
1823,39
1824,39
1825,65
1827,84
1828,22
1829,3
1830,3
1832,92
1833,3
1834,109
1835,1
1836,22
1837,39
1838,84
1839,3
1840,40
1841,109
1842,71
1843,1
1845,3
1846,107
1847,3
1848,39
1849,68
1850,76
1851,114
1853,40
1854,65
1855,13
1856,109
1857,45
1858,123
1859,123
1860,3
1861,3
1862,39
1863,3
1864,109
1865,1
1866,3
1867,65
1868,109
1869,85
1870,40
1871,71
1872,109
1874,85
1875,22
1876,84
1877,3
1878,65
1879,65
1880,109
1881,39
1882,84
1883,3
1884,123
1885,40
1886,3
1887,65
1888,39
1889,39
1890,65
1892,109
1893,4
1894,122
1895,76
1896,39
1897,95
1898,3
1899,84
1900,99
1901,3
1902,96
1903,3
1904,3
1905,65
1906,84
1907,53
1908,96
1909,109
1910,92
1911,65
1912,76
1913,40
1914,39
1915,39
1916,22
1917,40
1918,38
1919,109
1920,53
1921,3
1923,39
1924,85
1925,84
1926,122
1927,39
1928,109
1929,3
1930,3
1931,3
1932,112
1933,53
1935,65
1936,65
1937,109
1938,1
1939,3
1940,85
1941,85
1942,3
1943,96
1944,3
1945,39
1946,65
1947,22
1948,96
1949,124
1950,3
1951,1
1952,109
1953,4
1954,13
1955,39
1956,3
1958,109
1959,65
1960,40
1961,1
1962,76
1963,84
1964,123
1965,84
1966,1
1967,65
1968,76
1969,109
1970,92
1971,65
1972,123
1973,3
1974,63
1975,92
1977,65
1978,3
1979,3
1980,92
1981,76
1982,3
1983,123
1984,92
1985,96
1986,96
1987,3
1988,68
1989,71
1990,3
1991,1
1993,65
1995,39
1996,109
1998,53
1999,3
2000,39
2001,3
2002,39
2003,65
2004,3
2005,3
2006,3
2007,1
2008,4
2009,92
2010,3
2011,65
2012,65
2013,3
2014,40
2015,65
2016,39
2017,13
2018,13
2019,60
2020,65
2021,22
2022,65
2024,3
2025,123
2026,107
2027,40
2028,65
2029,53
2030,40
2031,124
2032,40
2033,76
2034,123
2035,3
2036,66
2037,1
2038,123
2039,92
2040,19
2042,53
2043,84
2044,53
2045,39
2046,22
2047,65
2048,39
2049,96
2050,71
2051,39
2052,109
2053,39
2054,109
2055,3
2056,119
2057,3
2058,122
2059,3
2060,3
2061,38
2062,92
2064,1
2065,65
2066,65
2067,3
2068,39
2069,109
2070,76
2071,85
2073,65
2074,65
2075,3
2077,96
2078,3
2079,39
2080,53
2081,96
2082,1
2083,53
2085,39
2086,1
2087,85
2088,3
2089,85
2090,84
2091,40
2092,65
2093,92
2094,123
2095,65
2096,96
2097,39
2098,68
2099,92
2100,85
2101,65
2103,22
2104,109
2105,3
2106,95
2107,65
2108,83
2109,85
2110,96
2111,22
2112,123
2113,96
2114,3
2115,123
2116,1
2117,65
2118,76
2120,92
2122,40
2123,1
2125,3
2126,3
2127,92
2128,3
2129,3
2130,39
2131,96
2132,39
2133,79
2134,3
2135,58
2136,96
2137,84
2138,65
2139,39
2140,53
2141,34
2142,66
2143,109
2144,22
2145,75
2146,3
2147,39
2148,53
2149,3
2150,65
2151,76
2152,76
2153,63
2154,92
2155,85
2156,96
2157,90
2158,124
2159,3
2160,76
2161,65
2162,84
2163,92
2164,65
2165,92
2167,3
2168,3
2169,65
2170,22
2171,3
2172,109
2173,3
2174,34
2175,3
2176,3
2177,96
2178,65
2179,40
2180,92
2181,65
2182,39
2183,3
2184,92
2185,76
2186,22
2187,123
2188,65
2189,53
2190,3
2191,92
2192,3
2193,65
2194,39
2195,96
2196,117
2197,92
2198,3
2199,65
2200,96
2202,84
2203,109
2204,13
2205,3
2206,3
2207,40
2208,79
2209,71
2210,92
2211,3
2212,3
2213,109
2214,124
2216,76
2217,84
2218,92
2219,65
2220,96
2221,76
2222,95
2223,39
2224,65
2225,65
2226,65
2227,3
2228,3
2229,65
2230,92
2231,84
2232,3
2233,122
2234,96
2235,123
2236,63
2237,119
2238,65
2239,123
2240,39
2241,34
2242,109
2243,109
2244,3
2245,71
2247,109
2248,92
2249,76
2250,39
2251,75
2252,39
2253,3
2254,13
2255,76
2257,79
2259,109
2260,109
2261,39
2262,65
2263,96
2264,109
2265,92
2266,3
2267,123
2268,99
2269,22
2270,39
2271,13
2272,112
2273,3
2274,123
2275,3
2276,3
2277,123
2278,76
2279,3
2281,109
2283,39
2284,123
2285,3
2287,76
2288,123
2290,109
2291,3
2293,3
2294,58
2295,1
2296,3
2297,84
2298,65
2299,39
2301,84
2302,40
2303,85
2304,109
2305,65
2306,84
2307,53
2308,63
2309,65
2310,65
2311,109
2312,22
2314,39
2315,3
2316,65
2317,39
2320,39
2321,112
2322,96
2323,124
2324,3
2325,39
2326,3
2327,124
2328,65
2329,85
2330,53
2331,65
2332,1
2333,39
2334,66
2336,99
2337,3
2338,39
2339,123
2340,53
2341,85
2342,92
2343,81
2344,53
2345,39
2346,39
2347,96
2348,3
2349,77
2350,3
2351,39
2352,96
2353,84
2354,85
2355,123
2356,84
2357,65
2358,65
2359,39
2361,3
2362,22
2363,84
2364,85
2365,3
2366,3
2367,96
2368,123
2369,65
2370,96
2371,1
2372,96
2373,123
2374,40
2375,123
2376,65
2377,3
2378,3
2379,39
2380,109
2381,123
2382,65
2383,114
2384,65
2385,39
2386,39
2387,65
2388,3
2389,3
2391,65
2392,3
2393,34
2395,65
2396,96
2397,1
2398,39
2399,65
2400,109
2401,11
2402,3
2403,3
2404,109
2405,76
2406,76
2407,109
2408,96
2409,22
2411,123
2412,85
2413,96
2414,3
2415,85
2416,3
2417,65
2418,3
2419,29
2420,3
2421,84
2422,3
2423,39
2424,22
2425,3
2426,3
2427,3
2428,66
2429,39
2430,96
2431,123
2432,85
2433,92
2434,65
2435,96
2436,92
2437,39
2438,123
2439,53
2440,65
2441,3
2442,53
2443,109
2444,92
2445,92
2446,39
2447,96
2448,3
2449,109
2450,3
2451,64
2452,96
2453,22
2454,72
2455,71
2456,13
2457,8
2458,66
2461,92
2462,65
2463,1
2464,40
2465,3
2466,109
2467,76
2468,11
2469,114
2470,116
2471,112
2472,92
2473,65
2474,123
2475,39
2476,22
2477,1
2478,40
2479,109
2480,39
2481,92
2482,92
2483,65
2484,123
2485,60
2486,1
2487,84
2488,96
2489,92
2491,65
2492,95
2493,3
2494,92
2495,123
2496,96
2497,22
2498,68
2499,3
2500,109
2501,76
2502,53
2503,63
2504,40
2505,39
2506,84
2507,123
2508,85
2509,65
2510,65
2511,96
2512,100
2513,123
2514,40
2515,92
2516,53
2517,96
2518,109
2519,85
2520,39
2521,123
2522,39
2523,40
2524,39
2525,109
2526,65
2527,6
2528,65
2529,3
2531,96
2532,109
2533,65
2534,85
2535,1
2536,3
2537,1
2538,71
2539,40
2540,85
2541,109
2543,84
2544,39
2545,109
2546,3
2547,39
2548,75
2549,96
2550,3
2551,92
2552,11
2553,79
2554,124
2555,65
2556,72
2557,65
2558,34
2559,6
2560,59
2561,96
2562,76
2563,65
2564,71
2565,54
2566,96
2567,87
2568,53
2569,39
2570,39
2571,3
2573,3
2574,75
2575,84
2576,112
2578,14
2579,65
2580,3
2581,3
2582,109
2583,65
2584,39
2585,3
2586,92
2588,85
2589,85
2590,71
2591,3
2592,75
2593,53
2594,1
2595,84
2597,71
2598,85
2599,96
2600,65
2601,3
2602,96
2603,79
2604,109
2605,96
2606,3
2607,76
2608,85
2609,3
2610,3
2611,92
2612,63
2613,75
2614,3
2615,3
2616,39
2618,38
2619,109
2620,3
2621,65
2622,109
2623,65
2624,92
2625,39
2626,65
2627,109
2628,34
2629,109
2630,3
2631,96
2632,122
2633,123
2634,3
2635,92
2636,84
2637,65
2638,109
2639,84
2640,65
2641,96
2642,53
2643,1
2644,84
2645,65
2646,39
2647,84
2648,53
2649,65
2650,65
2651,39
2652,22
2653,3
2654,109
2655,3
2656,1
2657,65
2658,123
2659,122
2660,39
2661,1
2662,119
2663,39
2664,1
2665,85
2666,123
2667,84
2668,1
2669,3
2670,92
2671,75
2672,3
2673,40
2674,109
2675,3
2676,39
2677,39
2678,65
2679,3
2680,65
2681,71
2682,65
2683,22
2684,97
2685,96
2686,39
2687,76
2688,96
2689,85
2690,65
2691,96
2692,3
2693,65
2694,65
2695,7
2696,65
2697,65
2698,3
2700,85
2701,76
2702,109
2703,3
2704,70
2705,13
2706,124
2707,65
2708,109
2709,39
2710,39
2711,39
2712,65
2713,40
2714,65
2715,65
2716,6
2717,3
2718,65
2719,1
2721,39
2722,84
2724,39
2725,3
2726,3
2727,96
2728,39
2729,3
2730,34
2731,109
2732,66
2733,38
2734,85
2735,96
2736,3
2737,3
2738,65
2739,65
2740,85
2742,76
2743,53
2744,65
2745,65
2746,65
2747,3
2748,1
2749,75
2750,3
2751,109
2752,116
2753,29
2754,85
2755,39
2756,95
2757,85
2758,3
2759,123
2760,96
2761,3
2762,53
2763,22
2764,39
2765,1
2766,85
2768,93
2769,39
2770,39
2771,96
2772,3
2773,119
2774,100
2775,58
2776,85
2777,39
2778,109
2779,3
2780,109
2782,96
2783,75
2784,3
2785,71
2786,41
2787,39
2789,64
2790,95
2791,65
2792,65
2793,40
2794,3
2795,3
2796,124
2797,3
2798,107
2799,65
2800,123
2801,3
2802,3
2803,65
2804,65
2805,65
2806,3
2807,123
2808,39
2809,92
2810,109
2811,122
2812,68
2813,76
2814,53
2815,122
2816,40
2817,22
2818,1
2819,76
2820,76
2821,96
2822,85
2823,65
2824,71
2825,123
2826,71
2827,124
2828,65
2829,99
2830,39
2831,84
2832,53
2833,123
2834,65
2835,39
2836,1
2837,3
2838,34
2839,109
2840,3
2841,65
2842,96
2843,76
2844,65
2845,65
2846,40
2847,76
2848,22
2850,92
2851,3
2852,85
2854,65
2855,3
2856,3
2857,65
2858,109
2859,76
2861,75
2862,68
2863,92
2864,85
2865,3
2866,53
2867,85
2868,39
2869,3
2870,3
2871,119
2872,122
2873,92
2874,84
2875,3
2876,65
2877,65
2878,53
2879,123
2880,76
2881,65
2882,76
2883,109
2884,3
2885,53
2886,112
2887,76
2888,124
2889,109
2890,40
2891,39
2892,123
2893,109
2894,109
2895,76
2896,39
2897,96
2898,53
2899,65
2900,3
2901,66
2902,92
2903,85
2904,115
2905,68
2907,39
2908,3
2909,92
2910,3
2911,63
2912,65
2913,22
2915,40
2916,76
2917,85
2918,96
2919,3
2920,40
2921,3
2922,96
2923,3
2924,123
2925,3
2926,53
2927,123
2928,76
2929,123
2930,22
2931,109
2932,109
2933,65
2934,3
2935,92
2936,76
2937,65
2938,3
2939,65
2940,60
2941,65
2942,65
2943,96
2944,4
2945,3
2946,123
2947,92
2948,3
2949,3
2950,96
2951,76
2952,95
2953,76
2954,96
2955,92
2956,39
2957,89
2959,109
2960,109
2962,1
2963,71
2964,96
2965,3
2966,109
2967,65
2968,114
2969,3
2970,13
2971,3
2972,92
2974,92
2975,39
2976,76
2977,65
2978,65
2979,1
2980,53
2982,76
2983,65
2985,1
2986,65
2987,3
2988,39
2989,65
2990,29
2991,96
2992,63
2993,3
2994,76
2995,3
2996,65
2997,3
2998,65
2999,65
3000,3
3001,65
3002,84
3003,96
3004,109
3005,85
3006,123
3007,65
3008,119
3009,1
3010,39
3011,65
3012,22
3014,3
3015,39
3016,3
3017,75
3018,65
3019,76
3020,39
3021,122
3022,1
3023,123
3024,65
3026,109
3027,3
3028,39
3029,123
3030,96
3031,3
3032,114
3034,65
3035,39
3036,76
3037,65
3038,65
3039,3
3040,76
3041,3
3043,109
3044,109
3045,65
3046,109
3047,85
3048,65
3049,84
3050,3
3051,3
3052,52
3053,65
3054,3
3055,3
3056,84
3057,39
3058,123
3059,65
3060,123
3061,65
3062,3
3063,123
3064,109
3065,1
3066,92
3067,39
3068,96
3069,3
3070,1
3071,92
3072,3
3075,22
3076,3
3077,39
3078,85
3079,84
3080,65
3081,3
3082,75
3083,65
3084,112
3085,114
3086,92
3087,96
3088,22
3089,84
3090,1
3091,76
3092,76
3093,63
3095,124
3096,3
3097,3
3098,71
3099,84
3100,1
3101,19
3102,41
3103,3
3104,39
3105,65
3106,39
3107,109
3108,85
3109,76
3110,40
3111,1
3112,65
3113,123
3114,75
3115,92
3116,92
3117,65
3118,84
3119,40
3120,76
3121,85
3122,65
3123,76
3124,40
3125,65
3126,39
3127,40
3128,65
3129,3
3130,92
3131,1
3132,100
3133,65
3134,3
3135,34
3136,124
3137,75
3138,3
3139,39
3140,39
3141,3
3142,109
3143,53
3144,3
3145,123
3146,71
3147,112
3148,53
3149,39
3150,1
3151,85
3152,65
3153,109
3154,71
3155,39
3156,1
3157,34
3158,39
3159,1
3160,22
3161,22
3162,122
3163,76
3164,65
3165,39
3166,39
3167,3
3168,65
3169,85
3170,39
3171,39
3172,3
